prix	livraison	etat	retour	memoire	console	manette	cable	nbjeu	edition
99.99	5.9	Occasion	Non	0	Wii	oui	oui	0.0	non
207.15	44.0	Occasion	Oui	0	PS2	NaN	oui	0.0	non
75.9	5.4	Occasion	Oui	40.0	PS3	oui	oui	0.0	non
284.63	44.36	Occasion	Oui	0	PS2 slim	NaN	oui	0.0	non
95.75	31.73	Neuf	Oui	0	Game Boy	NaN	oui	0.0	non
825.0	25.0	Neuf	Non	0	PS5 digital	NaN	oui	0.0	non
104.3	26.77	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
397.9	0.0	Occasion	Oui	0	PSP	oui	oui	0.0	non
52.14	26.62	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
268.07	0.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
156.44	22.14	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
156.44	26.62	Occasion	Oui	0	GBA	NaN	oui	0.0	non
265.66	44.36	Occasion	Oui	0	Neo-Geo AES	NaN	oui	0.0	non
179.0	13.4	Occasion	Non	500.0	Xbox One	NaN	oui	9.0	non
40.0	5.0	Occasion	Oui	0	PS2	non	oui	0.0	non
104.3	26.65	Occasion	Oui	0	GBA	NaN	oui	0.0	non
156.44	22.18	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
700.0	20.0	Neuf	Non	0	Xbox Series X	NaN	oui	0.0	non
150.0	10.0	Occasion	Oui	0	Mega Drive	NaN	oui	0.0	non
265.7	44.28	Occasion	Oui	0	SNES	oui	oui	1.0	non
329.97	0.0	Neuf	Oui	0	DSi	NaN	oui	0.0	non
53.9	0.0	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
81.58	0.0	Occasion	Oui	0	DSlite	NaN	oui	0.0	non
539.99	12.99	Neuf	Non	0	PS2 slim	NaN	oui	0.0	non
150.2	0.0	Occasion	Oui	0	PS Vita	oui	oui	0.0	non
120.0	4.5	Occasion	Non	0	NES	NaN	oui	0.0	oui
38.99	0.0	Occasion	Non	0	Wii	NaN	oui	0.0	non
474.65	57.67	Occasion	Oui	0	NES	NaN	oui	0.0	non
310.81	7.07	Neuf	Oui	0	Game Boy	NaN	oui	0.0	non
189.39	57.52	Occasion	Oui	0	PS2	NaN	oui	0.0	non
829.0	19.0	Neuf	Non	0	PS5 blu-ray	NaN	oui	0.0	non
59.0	8.95	Neuf	Non	0	Game&Watch	NaN	oui	0.0	non
1043.65	57.67	Occasion	Oui	0	Neo-Geo AES	NaN	oui	0.0	oui
55.0	4.5	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
100.0	10.0	Occasion	Non	0	PS1	oui	oui	0.0	non
39.9	0.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
249.0	7.0	Neuf	Oui	0	Game Gear	NaN	oui	0.0	non
126.25	24.3	Reconditionné par le vendeur	Oui	0	Game Boy	NaN	oui	0.0	non
113.76	0.0	Occasion	Oui	0	SNES	NaN	oui	0.0	non
311.96	0.0	Occasion	Oui	0	NES	NaN	oui	0.0	non
59.99	5.9	Occasion	Non	0	DSi	oui	oui	0.0	non
160.0	4.4	Reconditionné par le vendeur	Non	0	PSP	NaN	oui	0.0	non
144.43	15.67	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
616.0	40.0	Neuf	Non	0	Xbox Series X	NaN	oui	0.0	non
75.0	30.0	Occasion	Oui	500.0	PS3	NaN	oui	15.0	non
474.65	44.36	Occasion	Oui	0	Saturn	NaN	oui	0.0	non
160.07	44.0	Occasion	Oui	0	PS2	NaN	oui	0.0	non
616.71	57.64	Occasion	Oui	0	Neo-Geo AES	NaN	oui	0.0	non
137.28	53.46	Occasion	Oui	0	PS2 slim	NaN	oui	0.0	non
222.83	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	oui
167.59	0.0	Pour pièces détachées/ne fonctionne pas	Oui	0	PS Vita	NaN	oui	0.0	non
44.99	5.9	Occasion	Non	0	DSi	NaN	oui	0.0	non
116.92	31.88	Occasion	Oui	0	Saturn	NaN	oui	0.0	non
169.9	19.0	Neuf	Oui	0	Nintendo Mini	oui	oui	30.0	non
150.0	12.5	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
219.9	0.0	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
94.7	0.0	Occasion	Oui	0	3DS	oui	oui	0.0	non
83.44	26.39	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
41.71	21.29	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
316.21	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	oui
85.0	5.0	Occasion	Oui	0	GBA	NaN	oui	2.0	non
65.0	13.0	Occasion	Oui	0	PS2	NaN	oui	0.0	non
475.19	43.69	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	non
130.0	20.0	Occasion	Non	320.0	PS3	NaN	oui	0.0	non
171.61	44.55	Occasion	Oui	0	PS2	NaN	oui	0.0	non
110.88	31.88	Occasion	Oui	0	SNES	NaN	oui	0.0	non
37.9	0.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
399.0	0.0	Neuf	Oui	0	3DS	NaN	oui	0.0	non
237.59	44.36	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	non
33.9	53.02	Occasion	Oui	0	PS1	NaN	oui	0.0	non
49.0	0.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
45.19	52.78	Occasion	Oui	0	PS1	NaN	oui	0.0	non
144.85	0.0	Occasion	Oui	0	PS Vita	oui	oui	0.0	non
513.9	8.85	Neuf	Oui	0	PS1	NaN	oui	0.0	oui
41.05	23.3	Occasion	Oui	0	PS2 slim	oui	oui	0.0	non
156.44	26.77	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
1499.99	50.0	Neuf	Non	NaN	PS4	oui	oui	0.0	non
73.01	53.21	Occasion	Oui	0	N64	NaN	oui	0.0	non
125.15	26.46	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
219.99	14.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
199.0	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	non
599.0	0.0	Neuf	Non	0	3DS XL	NaN	oui	0.0	oui
93.86	26.62	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
699.99	30.99	Neuf	Oui	0	Switch	NaN	oui	0.0	oui
125.66	0.0	Occasion	Oui	0	PSP	NaN	oui	0.0	non
116.03	0.0	Neuf	Oui	0	SNES	NaN	oui	0.0	non
100.42	8.51	Occasion	Oui	0	PSP	NaN	oui	0.0	non
158.48	0.0	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
148.07	26.62	Occasion	Oui	0	NGP	NaN	oui	0.0	non
179.99	0.0	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	non
279.9	0.0	Occasion	Oui	NaN	PS3	oui	oui	0.0	oui
103.57	12.67	Occasion	Oui	0	3DS	NaN	oui	0.0	non
222.82	0.0	Neuf	Oui	0	3DS	NaN	oui	0.0	non
322.7	0.0	Occasion	Oui	0	PSP	NaN	oui	0.0	non
229.9	0.0	Occasion	Oui	0	Mega Drive	NaN	oui	0.0	non
45.62	52.88	Occasion	Oui	0	PS1	NaN	oui	0.0	non
189.99	0.0	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	non
45.0	5.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
250.0	14.1	Neuf	Non	0	Xbox	NaN	oui	0.0	non
156.44	26.46	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
167.87	0.0	Occasion	Oui	0	2DS	oui	oui	0.0	non
288.62	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
151.34	22.05	Occasion	Oui	0	NGPC	NaN	oui	0.0	non
269.99	10.0	Occasion	Non	0	SNES	oui	oui	0.0	non
151.35	0.0	Occasion	Oui	0	2DS	oui	oui	0.0	non
432.83	0.0	Occasion	Oui	320.0	Xbox 360	oui	oui	0.0	oui
364.9	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	non
407.71	0.0	Occasion	Oui	1000.0	PS4	NaN	oui	0.0	oui
87.53	0.0	Occasion	Oui	0	3DS	NaN	oui	0.0	non
546.64	0.0	Neuf	Oui	4.0	Xbox 360s	NaN	oui	0.0	non
84.68	0.0	Occasion	Oui	0	DSlite	oui	oui	0.0	non
164.23	15.97	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
399.01	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
175.52	13.1	Occasion	Oui	0	DSi	NaN	oui	0.0	non
50.0	6.3	Occasion	Non	0	Mega Drive	oui	oui	0.0	non
90.25	5.0	Occasion	Oui	0	DSi XL	NaN	oui	0.0	non
550.93	0.0	Neuf	Oui	0	Switch	NaN	oui	0.0	oui
155.63	0.0	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
157.25	5.86	Occasion	Oui	0	SNES	NaN	oui	0.0	non
72.59	0.0	Occasion	Oui	0	DSi	oui	oui	0.0	non
209.48	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
599.99	30.99	Neuf	Oui	0	Switch lite	NaN	oui	0.0	oui
178.42	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
173.82	44.36	Occasion	Oui	0	NES	NaN	oui	0.0	non
156.44	26.52	Occasion	Oui	0	GBA	NaN	oui	0.0	non
253.62	0.0	Neuf	Oui	0	NES	NaN	oui	0.0	non
146.02	42.34	Occasion	Oui	0	NES	NaN	oui	0.0	non
172.08	26.52	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
3418.26	0.0	Neuf	Oui	2000.0	PS4 PRO	NaN	oui	0.0	oui
180.0	0.0	Occasion	Non	0	NGPC	NaN	oui	0.0	non
121.9	0.0	Occasion	Non	250.0	PS3	NaN	oui	0.0	non
160.0	15.0	Neuf	Non	0	Neo-Geo AES	NaN	oui	0.0	oui
349.0	0.0	Neuf	Non	0	3DS XL	NaN	oui	0.0	non
64.2	11.0	Occasion	Oui	0	Atari 2600	oui	non	0.0	non
179.89	68.32	Reconditionné par le vendeur	Oui	0	PS2	oui	oui	0.0	non
99.0	7.0	Neuf	Oui	0	Game Gear	NaN	oui	0.0	non
311.89	0.0	Occasion	Oui	0	PS Vita	oui	oui	0.0	oui
1425.56	0.0	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	non
209.0	6.9	Occasion	Non	0	Saturn	oui	oui	0.0	non
422.44	15.56	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
60.0	10.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
200.0	20.0	Occasion	Non	0	Wii	oui	oui	0.0	non
151.6	10.04	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
39.9	0.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
1199.0	40.0	Neuf	Non	500.0	PS4	oui	oui	0.0	non
412.54	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	oui
738.76	44.36	Occasion	Oui	0	NES	NaN	oui	0.0	non
1384.85	0.0	Neuf	Oui	2000.0	PS4 PRO	NaN	oui	0.0	oui
44.66	0.0	Occasion	Oui	0	DSi	oui	oui	0.0	non
709.02	0.0	Neuf	Oui	1000.0	PS4	NaN	oui	0.0	oui
167.75	16.81	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
271.9	0.0	Occasion	Oui	500.0	PS4	NaN	oui	0.0	non
350.0	0.0	Neuf	Non	0	3DS	NaN	oui	0.0	non
132.67	0.0	Occasion	Oui	0	Nintendo Mini	NaN	oui	0.0	non
541.35	0.0	Neuf	Oui	0	NES	NaN	oui	0.0	non
41.71	31.81	Occasion	Oui	0	SNES	NaN	oui	0.0	non
45.0	20.5	Occasion	Oui	0	Wii	oui	oui	0.0	non
376.64	44.0	Occasion	Oui	0	PS2 slim	NaN	oui	0.0	non
105.0	8.5	Occasion	Non	0	Dreamcast	non	oui	0.0	non
317.18	0.0	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
399.79	22.21	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
276.03	0.0	Occasion	Oui	0	PS Vita	oui	oui	0.0	oui
59.99	8.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
569.26	43.98	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	non
156.28	0.0	Occasion	Oui	0	PS1	NaN	oui	0.0	non
278.2	61.07	Occasion	Oui	0	NES	oui	oui	3.0	non
434.56	22.21	Occasion	Oui	0	NES	NaN	oui	0.0	non
178.46	0.0	Occasion	Oui	0	3DS	oui	oui	0.0	non
284.99	0.0	Occasion	Oui	0	2DS	NaN	oui	0.0	oui
200.0	0.0	Occasion	Non	0	3DS XL	NaN	oui	0.0	oui
815.0	0.0	Neuf	Non	0	PS5 blu-ray	NaN	oui	0.0	non
272.02	0.0	Occasion	Oui	0	PS Vita	NaN	oui	0.0	oui
138.42	12.29	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
294.15	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
564.88	0.0	Neuf	Oui	500.0	PS4	NaN	oui	0.0	non
120.89	0.0	Occasion	Oui	0	NES	oui	oui	0.0	non
1890.73	102.09	Occasion	Oui	500.0	PS4	NaN	oui	0.0	oui
76.0	10.63	Occasion	Oui	0	SNES	oui	oui	0.0	non
521.48	22.04	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
292.27	44.2	Occasion	Oui	0	SNES	NaN	oui	0.0	non
156.44	22.05	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
443.98	97.45	Occasion	Oui	0	Neo-Geo AES	NaN	oui	0.0	non
223.14	0.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
206.97	0.0	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
170.24	22.1	Occasion	Oui	0	NGPC	NaN	oui	0.0	non
269.99	8.0	Neuf	Oui	0	2DSXL	NaN	oui	0.0	non
321.26	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	oui
367.9	0.0	Neuf	Oui	0	Switch OLED	oui	oui	0.0	non
78.0	0.0	Occasion	Oui	0	Wii	oui	oui	0.0	non
899.0	39.0	Neuf	Non	0	PS5 digital	NaN	oui	0.0	non
290.0	10.0	Occasion	Non	0	DSlite	oui	oui	20.0	oui
99.08	52.43	Occasion	Oui	0	N64	NaN	oui	0.0	non
113.76	31.9	Occasion	Oui	0	PS2 slim	NaN	oui	0.0	non
90.98	53.14	Occasion	Oui	0	PS2	oui	oui	0.0	non
297.44	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	non
170.27	7.07	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
140.0	12.0	Occasion	Non	0	N64	oui	oui	0.0	non
116.92	31.88	Occasion	Oui	0	Saturn	NaN	oui	0.0	non
300.0	15.0	Occasion	Non	0	Switch	NaN	oui	0.0	non
278.42	0.0	Occasion	Oui	500.0	PS4	NaN	oui	0.0	non
347.16	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	oui
217.47	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	non
145.0	10.0	Occasion	Non	0	Saturn	oui	oui	0.0	non
949.3	43.98	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	non
105.84	0.0	Occasion	Oui	0	2DS	oui	oui	0.0	non
224.47	0.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
158.54	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
760.0	40.0	Neuf	Non	0	PS5 blu-ray	NaN	oui	0.0	non
130.0	10.9	Occasion	Non	0	Wii	oui	oui	4.0	non
173.82	22.05	Occasion	Oui	0	GBA	NaN	oui	0.0	non
45.9	0.0	Occasion	Oui	0	Wii	oui	oui	0.0	non
166.22	21.04	Reconditionné par le vendeur	Oui	0	GBA	NaN	oui	0.0	non
43.99	0.0	Pour pièces détachées/ne fonctionne pas	Non	320.0	PS3 slim	non	non	0.0	non
321.23	0.0	Occasion	Oui	0	N64	oui	oui	0.0	non
269.83	31.03	Occasion	Oui	500.0	PS4	NaN	oui	0.0	oui
176.2	0.0	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
1245.0	0.0	Neuf	Non	0	PS5 blu-ray	NaN	oui	0.0	non
63.9	68.4	Neuf	Oui	0	NES	NaN	oui	0.0	non
248.27	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	non
229.02	0.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
368.02	0.0	Neuf	Oui	0	Wii	NaN	oui	0.0	non
188.91	14.85	Occasion	Oui	0	2DS	NaN	oui	0.0	oui
74.45	8.48	Neuf	Oui	0	Game Gear	NaN	oui	0.0	non
699.0	0.0	Neuf	Non	0	Xbox Series X	NaN	oui	0.0	non
343.67	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
606.32	0.0	Neuf	Oui	0	Switch	oui	oui	0.0	non
59.9	4.5	Occasion	Non	0	Wii	oui	oui	6.0	non
113.36	26.48	Pour pièces détachées/ne fonctionne pas	Oui	0	NGPC	NaN	oui	0.0	non
699.99	30.99	Neuf	Oui	1000.0	Xbox One	oui	oui	0.0	oui
157.62	0.0	Occasion	Oui	40.0	PS3	NaN	oui	0.0	non
200.0	7.0	Neuf	Non	0	2DSXL	NaN	oui	0.0	non
104.3	26.46	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
1038.0	22.18	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
455.91	8.85	Neuf	Oui	0	PS Vita	NaN	oui	0.0	non
600.0	0.0	Neuf	Non	0	Switch	NaN	oui	0.0	oui
166.87	26.46	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
285.29	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
347.29	0.0	Neuf	Oui	0	PSP	NaN	oui	0.0	non
208.59	22.05	Occasion	Oui	0	GBA	NaN	oui	0.0	non
64.0	8.95	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
52.14	21.29	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
239.82	7.09	Neuf	Oui	0	2DS	NaN	oui	0.0	non
528.15	8.85	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	non
45.0	10.0	Occasion	Non	0	Master System	oui	oui	0.0	non
215.63	0.0	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
69.0	11.0	Reconditionné par le vendeur	Oui	0	Xbox	oui	oui	0.0	non
750.0	50.0	Occasion	Oui	0	Xbox	NaN	oui	1.0	non
70.5	13.95	Occasion	Oui	0	Xbox	oui	oui	4.0	non
508.46	55.23	Occasion	Oui	1000.0	PS4 PRO	NaN	oui	0.0	oui
84.9	0.0	Occasion	Oui	250.0	Xbox 360s	oui	oui	0.0	non
246.17	0.0	Occasion	Oui	500.0	PS3 ultra slim	oui	oui	0.0	non
378.31	0.0	Occasion	Oui	0	Dreamcast	NaN	oui	20.0	non
137.28	32.08	Occasion	Oui	0	PS2	NaN	oui	0.0	non
433.03	0.0	Neuf	Oui	0	SNES	oui	oui	0.0	non
282.48	22.18	Occasion	Oui	0	NGPC	NaN	oui	0.0	non
750.0	20.0	Occasion	Non	250.0	Xbox 360s	NaN	non	0.0	non
445.0	0.0	Neuf	Non	0	Wii	oui	oui	0.0	non
562.26	0.0	Occasion	Oui	1000.0	PS4	oui	oui	0.0	oui
100.45	0.0	Occasion	Oui	0	2DS	NaN	oui	0.0	non
30.0	6.0	Occasion	Oui	0	Master System	NaN	non	0.0	non
270.26	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	non
44.1	25.0	Occasion	Oui	0	PS1	oui	oui	0.0	non
409.0	9.9	Neuf	Oui	1000.0	Xbox One S	oui	oui	0.0	non
141.88	21.05	Neuf	Oui	0	GBA	NaN	oui	0.0	non
475.51	0.0	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
85.0	7.95	Occasion	Oui	0	PSP	oui	oui	2.0	non
24.99	0.0	Pour pièces détachées/ne fonctionne pas	Non	80.0	PS3	oui	non	0.0	non
286.3	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	oui
140.0	15.0	Neuf	Non	0	Nintendo Mini	oui	oui	30.0	non
148.42	21.13	Neuf	Oui	0	SNES	NaN	oui	0.0	non
52.14	26.39	Pour pièces détachées/ne fonctionne pas	Oui	0	Game Boy Color	NaN	oui	0.0	non
217.03	0.0	Occasion	Oui	0	N64	NaN	oui	0.0	non
113.23	52.92	Occasion	Oui	0	PS2	NaN	oui	0.0	non
906.85	0.0	Occasion	Oui	0	DSlite	NaN	oui	0.0	oui
153.7	20.95	Neuf	Oui	0	GBA	NaN	oui	0.0	non
62.58	26.57	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
346.23	0.0	Neuf	Oui	0	DSlite	NaN	oui	0.0	non
849.0	0.0	Occasion	Oui	2000.0	PS4 PRO	oui	oui	0.0	oui
158.75	0.0	Occasion	Oui	0	PS1	oui	oui	0.0	non
599.55	0.0	Neuf	Oui	0	3DS	NaN	oui	0.0	non
179.32	0.0	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
73.01	26.62	Occasion	Oui	0	GBA	NaN	oui	0.0	non
304.63	0.0	Occasion	Oui	0	N64	oui	oui	0.0	non
89.0	3.95	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
322.33	0.0	Occasion	Oui	0	DSlite	NaN	oui	0.0	oui
20.87	31.94	Pour pièces détachées/ne fonctionne pas	Oui	0	NES	NaN	oui	0.0	non
509.29	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	oui
593.92	57.65	Occasion	Oui	1000.0	PS4	NaN	oui	0.0	oui
170.59	44.2	Occasion	Oui	0	PS2	NaN	oui	0.0	non
186.21	0.0	Pour pièces détachées/ne fonctionne pas	Oui	0	PS Vita	NaN	oui	0.0	non
236.49	44.2	Occasion	Oui	0	PS2	NaN	oui	0.0	non
400.16	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	non
225.97	0.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
208.59	22.0	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
80.0	18.1	Occasion	Non	0	PS2 slim	oui	oui	0.0	non
330.27	22.21	Occasion	Oui	0	GBA	NaN	oui	0.0	non
83.44	31.94	Occasion	Oui	0	Nintendo Mini	NaN	oui	0.0	non
91.09	31.73	Occasion	Oui	0	PS2	NaN	oui	0.0	non
140.4	7.0	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
289.99	18.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
183.41	15.98	Occasion	Oui	0	NGPC	oui	oui	0.0	non
174.25	0.0	Occasion	Oui	20.0	Xbox 360	NaN	oui	0.0	non
491.41	0.0	Occasion	Oui	0	DSlite	NaN	oui	0.0	oui
134.4	6.0	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
205.6	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	non
232.14	0.0	Occasion	Oui	0	3DS XL	oui	oui	0.0	non
189.75	43.69	Occasion	Oui	0	Saturn	NaN	oui	0.0	non
149.05	0.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
96.78	52.43	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	oui
49.99	4.0	Occasion	Non	0	DSi	NaN	oui	0.0	non
173.82	22.05	Pour pièces détachées/ne fonctionne pas	Oui	0	Game Boy	NaN	oui	0.0	non
18.0	6.9	Pour pièces détachées/ne fonctionne pas	Oui	0	Wii U	NaN	non	0.0	non
166.92	0.0	Neuf	Oui	0	Mega Drive mini	NaN	oui	0.0	non
475.5	0.0	Neuf	Oui	0	Switch	NaN	oui	0.0	non
174.81	0.0	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
473.23	0.0	Neuf	Oui	0	Switch	oui	oui	0.0	oui
900.0	0.0	Neuf	Non	0	PS5 blu-ray	NaN	oui	0.0	non
599.0	0.0	Neuf	Non	0	3DS XL	NaN	oui	0.0	oui
850.0	0.0	Neuf	Oui	0	PS5 blu-ray	NaN	oui	0.0	non
79.69	31.67	Occasion	Oui	0	PS2	NaN	oui	0.0	non
99.9	0.0	Occasion	Oui	0	Wii U	NaN	oui	0.0	non
329.35	0.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
142.98	21.3	Neuf	Oui	0	GBA	NaN	oui	0.0	non
116.16	30.56	Occasion	Oui	0	SNES	NaN	oui	0.0	non
330.55	0.0	Occasion	Oui	0	2DS	NaN	oui	0.0	oui
90.0	5.0	Occasion	Oui	0	GBA	NaN	oui	2.0	non
110.0	0.0	Occasion	Non	0	DSlite	NaN	oui	0.0	non
193.33	8.85	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
499.0	0.0	Neuf	Non	0	3DS XL	NaN	oui	0.0	oui
299.99	0.0	Neuf	Non	0	Nintendo Mini	NaN	oui	0.0	non
60.0	4.55	Occasion	Non	0	Game Boy Color	NaN	oui	0.0	non
261.23	0.0	Occasion	Oui	0	Dreamcast	oui	oui	0.0	non
177.15	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	non
522.26	0.0	Neuf	Oui	500.0	PS4 slim	oui	oui	0.0	non
125.15	26.57	Occasion	Oui	0	NES	NaN	oui	0.0	non
173.82	22.04	Pour pièces détachées/ne fonctionne pas	Oui	0	Game Boy Color	NaN	oui	0.0	non
276.01	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	non
83.44	53.16	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
947.7	44.36	Occasion	Oui	0	Saturn	NaN	oui	0.0	non
42.0	7.95	Occasion	Oui	0	Wii	NaN	oui	1.0	non
167.58	0.0	Occasion	Oui	0	PS Vita	oui	oui	0.0	non
116.52	0.0	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
250.38	0.0	Occasion	Oui	0	Game cube	oui	oui	0.0	non
175.0	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	non
149.95	12.95	Neuf	Non	0	Mega Drive mini	oui	oui	0.0	non
266.92	0.0	Neuf	Oui	0	3DS	NaN	oui	0.0	non
150.0	0.0	Reconditionné par le vendeur	Non	0	Game cube	oui	oui	0.0	non
543.32	8.85	Neuf	Oui	0	PSP	NaN	oui	0.0	non
599.0	0.0	Neuf	Non	0	3DS XL	NaN	oui	0.0	oui
113.9	0.0	Occasion	Oui	0	SNES	NaN	oui	0.0	non
134.63	0.0	Occasion	Oui	0	Wii U	oui	oui	0.0	non
260.74	22.18	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
294.52	0.0	Neuf	Oui	0	PSP	NaN	oui	0.0	non
166.58	0.0	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
79.5	15.0	Occasion	Non	0	PS2 slim	oui	oui	0.0	non
106.66	34.13	Reconditionné par le vendeur	Oui	0	N64	NaN	oui	0.0	non
263.65	22.17	Occasion	Oui	0	NGPC	NaN	oui	0.0	non
104.3	21.42	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
190.0	0.0	Occasion	Non	0	WonderSwan Color	NaN	oui	0.0	non
20.0	4.9	Pour pièces détachées/ne fonctionne pas	Oui	0	2DS	NaN	oui	0.0	non
205.87	0.0	Occasion	Oui	0	PSP	NaN	oui	0.0	non
223.84	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
486.13	0.0	Occasion	Oui	0	DSlite	NaN	oui	0.0	non
263.99	43.67	Occasion	Oui	0	SNES	NaN	oui	0.0	non
347.65	22.31	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
162.33	22.31	Occasion	Oui	0	NGPC	NaN	oui	0.0	non
318.74	0.0	Occasion	Oui	500.0	PS4	NaN	oui	0.0	non
39.9	7.0	Occasion	Oui	0	Wii	oui	oui	4.0	non
