prix	livraison	etat	retour	memoire	console	manette	cable	nbjeu	edition
289.0	8.85	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
260.0	10.49	Occasion	Oui	0	Switch	NaN	oui	0.0	oui
700.0	10.0	Neuf	Non	0	PS2 slim	NaN	oui	0.0	non
19.0	3.95	Occasion	Oui	0	PS1	NaN	oui	0.0	non
180.98	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
53.34	15.9	Pour pièces détachées/ne fonctionne pas	Oui	0	NES	NaN	oui	0.0	non
344.47	15.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
299.99	12.98	Occasion	Oui	0	PSP	NaN	oui	0.0	non
109.99	4.55	Reconditionné par le vendeur	Non	0	Game Boy	oui	oui	0.0	non
19.99	9.9	Pour pièces détachées/ne fonctionne pas	Non	0	Game cube	non	non	0.0	non
70.0	5.0	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
93.01	15.99	Occasion	Oui	250.0	Xbox 360	oui	oui	18.0	non
449.99	12.98	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
215.63	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
329.0	10.0	Occasion	Non	0	Switch	NaN	oui	0.0	non
780.0	12.0	Neuf	Non	0	Switch	NaN	oui	0.0	oui
50.41	24.99	Occasion	Oui	0	Nintendo Mini	oui	oui	10.0	non
45.0	8.0	Pour pièces détachées/ne fonctionne pas	Oui	80.0	PS3	oui	oui	0.0	non
480.0	0.0	Neuf	Non	500.0	PS4	oui	oui	0.0	oui
69.99	8.8	Neuf	Oui	0	PS Vita	NaN	oui	0.0	non
169.0	25.0	Occasion	Non	0	Neo-Geo AES	NaN	oui	0.0	non
400.71	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
449.77	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
84.0	18.0	Occasion	Non	0	Game cube	oui	oui	0.0	non
34.99	8.9	Occasion	Non	0	Game cube	non	non	0.0	non
66.54	15.99	Occasion	Oui	0	PS2 slim	NaN	oui	0.0	non
50.32	19.9	Occasion	Oui	0	Master System	NaN	oui	0.0	non
134.23	16.0	Occasion	Oui	0	Atari 2600	oui	oui	0.0	non
110.91	29.99	Occasion	Oui	160.0	PS3	oui	oui	10.0	non
919.0	25.0	Neuf	Oui	0	PS5 digital	NaN	oui	0.0	oui
179.0	25.0	Occasion	Non	0	Neo-Geo AES	NaN	oui	0.0	non
30.0	4.25	Neuf	Oui	0	Dreamcast	NaN	oui	0.0	non
400.0	0.0	Occasion	Non	0	Xbox	NaN	oui	10.0	oui
72.16	0.0	Neuf	Oui	NaN	PS4	NaN	oui	0.0	oui
44.95	0.0	Neuf	Oui	0	Game cube	NaN	oui	0.0	non
25.0	5.0	Occasion	Non	0	PS1	NaN	oui	0.0	non
326.62	0.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
90.0	6.0	Occasion	Oui	0	Nintendo Mini	NaN	oui	0.0	non
44.36	15.99	Occasion	Oui	0	PS1	oui	oui	0.0	non
14.9	19.0	Pour pièces détachées/ne fonctionne pas	Oui	0	PS2	NaN	oui	0.0	non
159.0	7.0	Occasion	Non	0	Dreamcast	NaN	oui	0.0	non
75.0	8.0	Pour pièces détachées/ne fonctionne pas	Oui	NaN	PS3	NaN	oui	0.0	non
103.25	16.0	Occasion	Oui	0	Atari 2600	oui	oui	0.0	non
229.99	12.98	Occasion	Oui	0	3DS XL	NaN	non	0.0	non
39.99	6.8	Neuf	Oui	NaN	PS3	NaN	oui	0.0	non
269.97	12.98	Occasion	Oui	0	3DS	NaN	oui	0.0	non
418.39	19.9	Occasion	Oui	1000.0	PS4	oui	oui	0.0	non
170.0	15.0	Occasion	Non	0	Switch lite	NaN	oui	0.0	non
79.56	15.9	Occasion	Oui	0	PSP	NaN	oui	0.0	non
499.82	0.0	Occasion	Oui	0	N64	NaN	oui	0.0	non
107.82	49.25	Occasion	Oui	0	Mega Drive	NaN	oui	0.0	non
184.77	12.98	Occasion	Oui	0	2DS	NaN	oui	0.0	oui
119.99	20.0	Occasion	Non	80.0	PS3	oui	oui	0.0	oui
70.0	15.0	Occasion	Non	0	Wii	oui	oui	5.0	non
129.6	41.42	Occasion	Oui	0	SNES	oui	oui	2.0	non
388.49	22.19	Neuf	Oui	0	Game Boy Color	NaN	oui	0.0	oui
70.0	0.0	Occasion	Non	150.0	PS3	NaN	oui	0.0	non
412.99	16.0	Reconditionné par le vendeur	Oui	0	Saturn	NaN	oui	0.0	oui
23.0	6.9	Pour pièces détachées/ne fonctionne pas	Oui	0	DSi	NaN	oui	0.0	non
90.75	24.99	Occasion	Oui	0	PS2 slim	oui	oui	12.0	non
350.0	0.0	Neuf	Non	0	Switch lite	NaN	oui	0.0	oui
610.0	10.0	Neuf	Non	0	Xbox	NaN	oui	0.0	non
75.53	15.9	Occasion	Oui	0	PS mini	oui	oui	20.0	non
212.46	19.99	Occasion	Oui	0	Wii U	oui	oui	0.0	non
163.41	66.22	Occasion	Oui	0	Mega Drive	NaN	oui	0.0	non
54.99	3.0	Pour pièces détachées/ne fonctionne pas	Oui	0	PS Vita	NaN	oui	0.0	non
69.9	4.99	Occasion	Non	0	Mega Drive II	oui	oui	0.0	non
54.9	4.95	Occasion	Oui	0	DSi XL	NaN	oui	3.0	non
110.91	29.99	Occasion	Oui	160.0	PS3	oui	oui	10.0	non
84.61	15.9	Occasion	Oui	0	PSP	NaN	oui	0.0	non
25.0	3.95	Occasion	Oui	0	SNES	NaN	oui	0.0	non
299.99	12.98	Occasion	Oui	0	3DS	NaN	non	0.0	oui
350.0	4.5	Occasion	Oui	0	3DS	NaN	oui	0.0	oui
45.0	3.95	Occasion	Oui	0	DSlite	NaN	oui	0.0	non
350.0	0.0	Occasion	Non	1000.0	PS4 PRO	oui	oui	0.0	non
29.0	7.5	Occasion	Non	0	PSP	NaN	oui	3.0	non
99.99	4.99	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
225.0	0.0	Occasion	Oui	500.0	PS4 slim	oui	oui	3.0	non
70.58	19.99	Occasion	Oui	0	PS2	oui	oui	6.0	non
80.0	0.0	Reconditionné par le vendeur	Non	0	Wii U	NaN	oui	0.0	non
39.9	5.9	Occasion	Oui	0	PS1	oui	oui	0.0	non
150.0	6.0	Occasion	Oui	0	PSP	NaN	oui	0.0	non
278.27	15.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
45.0	3.95	Occasion	Oui	0	PS2 slim	NaN	oui	0.0	non
260.0	0.0	Occasion	Non	500.0	PS4	oui	non	8.0	non
992.82	63.7	Neuf	Oui	0	Nintendo Mini	NaN	oui	0.0	non
99.99	7.9	Occasion	Oui	0	Xbox	oui	oui	3.0	non
35.99	8.99	Occasion	Non	NaN	Xbox 360s	oui	oui	0.0	non
550.0	17.5	Neuf	Non	0	Game cube	NaN	oui	1.0	non
830.0	15.0	Neuf	Non	0	PS5 digital	oui	oui	0.0	oui
161.46	0.0	Occasion	Oui	0	PS2	NaN	oui	0.0	non
75.0	10.0	Neuf	Non	0	PS1	NaN	oui	0.0	non
115.0	7.5	Occasion	Non	0	Game cube	oui	oui	4.0	non
50.0	7.0	Occasion	Non	0	Mega Drive II	oui	oui	1.0	non
64.0	12.0	Occasion	Oui	0	Mega Drive II	oui	oui	6.0	non
425.0	10.0	Neuf	Non	0	Switch	NaN	oui	0.0	non
95.0	4.9	Occasion	Oui	0	GBA	NaN	oui	0.0	non
245.77	15.97	Neuf	Oui	0	Game Gear	oui	oui	0.0	non
16.0	5.0	Pour pièces détachées/ne fonctionne pas	Non	0	PS1	NaN	oui	0.0	non
50.0	7.0	Occasion	Oui	0	PS2	NaN	oui	0.0	non
140.0	0.0	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
1281.56	44.07	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
250.33	8.85	Occasion	Oui	0	TurboGrafx-16	NaN	oui	0.0	non
84.9	0.0	Occasion	Oui	0	2DS	NaN	oui	0.0	oui
190.0	0.0	Occasion	Non	0	NGP	NaN	oui	0.0	non
80.75	5.0	Occasion	Oui	0	2DS	NaN	oui	2.0	oui
49.99	5.0	Neuf	Non	0	Game&Watch	NaN	oui	0.0	non
89.93	27.68	Neuf	Oui	0	Neo-Geo AES	oui	oui	0.0	non
157.37	0.0	Neuf	Oui	0	Mega Drive mini	oui	oui	42.0	non
30.0	0.0	Occasion	Non	0	Mega Drive	NaN	oui	1.0	non
236.92	22.14	Occasion	Oui	0	Game Gear	NaN	oui	0.0	non
160.0	0.0	Occasion	Non	0	3DS XL	NaN	oui	0.0	non
240.0	0.0	Occasion	Non	0	WonderSwan	NaN	oui	0.0	non
175.0	6.9	Neuf	Non	0	2DS	NaN	oui	0.0	non
399.99	0.0	Neuf	Oui	0	DSi	NaN	oui	0.0	non
100.0	20.0	Neuf	Non	0	Wii	NaN	oui	0.0	non
249.0	0.0	Occasion	Non	0	GBA	oui	oui	0.0	non
149.9	4.55	Reconditionné par le vendeur	Oui	0	Game Boy	NaN	oui	0.0	non
45.0	15.0	Reconditionné par le vendeur	Non	0	Wii	oui	oui	0.0	non
50.0	5.0	Occasion	Non	0	DSi	NaN	oui	3.0	non
121.84	21.29	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
69.99	4.25	Neuf	Non	0	Game&Watch	NaN	oui	0.0	non
127.24	0.0	Neuf	Oui	0	Mega Drive mini	NaN	oui	0.0	non
400.0	0.0	Occasion	Non	0	2DSXL	NaN	oui	0.0	oui
68.0	21.0	Occasion	Non	0	Game&Watch	NaN	oui	0.0	non
65.0	0.0	Occasion	Non	0	Wii	NaN	oui	0.0	non
438.24	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	non
90.0	0.0	Occasion	Non	0	Wii	NaN	oui	10.0	non
55.0	5.0	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
200.0	0.0	Occasion	Non	0	Switch lite	oui	oui	0.0	non
45.0	15.0	Reconditionné par le vendeur	Non	0	Wii	oui	oui	0.0	non
200.0	15.0	Occasion	Non	0	Wii	NaN	oui	1.0	non
59.99	0.0	Neuf	Non	0	Game&Watch	NaN	oui	0.0	non
70.0	15.0	Occasion	Non	0	SNES	oui	oui	0.0	non
100.0	15.0	Occasion	Oui	0	Xbox	oui	oui	10.0	non
69.0	6.0	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
74.9	4.95	Occasion	Oui	0	N64	oui	oui	0.0	non
119.99	14.99	Occasion	Oui	0	Game cube	oui	oui	0.0	oui
149.9	0.0	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
60.0	4.5	Occasion	Oui	0	Nintendo Mini	NaN	oui	2.0	non
89.0	0.0	Occasion	Non	0	2DSXL	NaN	oui	0.0	non
65.0	10.0	Occasion	Oui	250.0	Xbox 360s	NaN	oui	4.0	non
250.0	10.0	Occasion	Non	0	Game Gear	oui	oui	0.0	non
100.0	5.0	Occasion	Non	0	SNES	NaN	oui	0.0	non
120.0	5.0	Occasion	Non	500.0	PS3 ultra slim	oui	oui	0.0	non
70.0	5.0	Occasion	Oui	0	N64	oui	oui	0.0	non
70.0	10.0	Occasion	Non	NaN	Xbox 360s	oui	oui	3.0	non
65.0	5.5	Occasion	Oui	0	PS2	oui	oui	8.0	non
150.0	15.0	Occasion	Non	0	Mega Drive	oui	oui	0.0	non
150.0	0.0	Occasion	Non	0	Switch lite	NaN	oui	0.0	non
150.0	0.0	Occasion	Non	0	Switch lite	NaN	oui	0.0	non
119.9	9.9	Occasion	Oui	0	Saturn	oui	oui	0.0	non
219.0	15.0	Occasion	Non	0	Switch	NaN	oui	0.0	non
80.0	5.0	Occasion	Oui	0	SNES	oui	oui	0.0	non
59.9	4.9	Reconditionné par le vendeur	Oui	0	Game Boy Color	NaN	oui	0.0	non
419.0	13.75	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
64.99	0.0	Occasion	Oui	40.0	PS3	oui	oui	0.0	non
39.99	0.0	Occasion	Non	0	DSlite	NaN	oui	0.0	non
74.99	0.0	Occasion	Non	0	PS2 slim	oui	oui	0.0	non
299.9	0.0	Occasion	Non	500.0	PS4 slim	oui	oui	0.0	non
38.0	4.5	Occasion	Oui	0	PS2	oui	oui	0.0	non
39.0	4.0	Occasion	Non	0	PSP	NaN	oui	0.0	non
75.0	5.0	Occasion	Oui	0	Game cube	oui	oui	0.0	non
280.0	6.0	Occasion	Non	0	Game&Watch	NaN	oui	0.0	non
175.0	5.9	Occasion	Non	0	SNES	oui	oui	1.0	non
69.99	0.0	Occasion	Oui	0	PS2	NaN	oui	0.0	non
25.0	4.5	Occasion	Oui	0	Mega Drive	oui	non	0.0	non
149.9	7.9	Occasion	Oui	0	Master System	NaN	oui	0.0	non
369.9	0.0	Occasion	Oui	0	PS2	oui	oui	0.0	non
134.9	10.0	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
760.0	20.0	Neuf	Non	0	Xbox Series X	NaN	oui	0.0	non
75.0	5.0	Occasion	Oui	0	NES	oui	oui	0.0	non
55.0	7.0	Occasion	Non	0	N64	non	oui	0.0	non
65.0	5.0	Occasion	Non	0	SNES	NaN	oui	0.0	non
100.0	9.5	Reconditionné par le vendeur	Non	0	N64	oui	oui	1.0	non
35.0	10.0	Occasion	Non	0	PS1	oui	oui	0.0	non
92.0	8.0	Occasion	Non	0	GBA	NaN	oui	0.0	oui
79.9	5.0	Neuf	Oui	0	PS mini	NaN	oui	20.0	non
69.0	0.0	Occasion	Non	0	SNES	oui	oui	0.0	non
50.0	10.0	Neuf	Non	0	PS Vita	NaN	oui	0.0	non
44.99	0.0	Occasion	Non	0	PS2	oui	oui	0.0	non
65.0	15.0	Occasion	Non	500.0	PS3 ultra slim	oui	oui	0.0	non
54.9	0.0	Occasion	Oui	0	PS1	NaN	oui	0.0	non
59.0	3.95	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
35.0	7.0	Occasion	Non	0	Master System II	oui	oui	0.0	non
90.0	5.0	Occasion	Oui	0	Xbox	oui	oui	0.0	non
29.9	4.9	Pour pièces détachées/ne fonctionne pas	Oui	0	NES	oui	non	0.0	non
69.0	0.0	Occasion	Non	0	PS mini	oui	oui	20.0	non
154.99	0.0	Occasion	Oui	0	NES	oui	oui	0.0	non
15.0	3.95	Pour pièces détachées/ne fonctionne pas	Oui	0	DSlite	NaN	oui	0.0	non
26.0	3.95	Occasion	Non	0	Mega Drive II	non	non	0.0	non
45.0	5.0	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
189.0	15.0	Neuf	Non	0	DSlite	NaN	oui	0.0	non
210.0	15.0	Occasion	Non	0	Mega Drive	oui	oui	2.0	non
110.0	5.95	Occasion	Non	0	Mega Drive	NaN	oui	14.0	non
60.0	0.0	Occasion	Non	0	N64	oui	oui	0.0	non
299.0	0.0	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
140.0	9.0	Occasion	Non	0	Master System	oui	non	0.0	non
99.99	0.0	Neuf	Non	0	Game Boy	NaN	oui	0.0	non
9.99	0.0	Pour pièces détachées/ne fonctionne pas	Non	0	DSlite	NaN	oui	0.0	non
89.99	9.0	Occasion	Non	0	Game cube	non	oui	0.0	non
209.99	0.0	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
145.0	15.0	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
39.0	0.0	Occasion	Oui	0	PS2 slim	oui	oui	0.0	non
75.0	4.95	Occasion	Oui	0	Game cube	oui	oui	0.0	non
149.0	10.0	Occasion	Non	0	PS2	oui	oui	10.0	non
76.0	15.0	Occasion	Oui	0	Game cube	oui	oui	0.0	non
55.9	4.9	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
65.0	4.95	Occasion	Oui	0	Game cube	NaN	oui	1.0	non
280.0	15.0	Occasion	Non	NaN	PS4	oui	oui	0.0	non
29.99	7.9	Neuf	Non	0	NES	NaN	oui	0.0	non
139.0	0.0	Occasion	Non	0	NGPC	NaN	oui	0.0	non
26.9	10.0	Occasion	Oui	0	Wii	oui	oui	0.0	non
110.0	8.0	Occasion	Non	0	Mega Drive	oui	oui	0.0	non
699.9	0.0	Occasion	Oui	0	Mega Drive	oui	oui	0.0	non
299.99	0.0	Occasion	Oui	320.0	Xbox 360	NaN	oui	0.0	non
39.99	8.0	Occasion	Oui	0	PS2	oui	oui	0.0	non
49.0	6.9	Occasion	Non	0	PS2	NaN	oui	0.0	non
70.0	5.0	Occasion	Oui	0	3DS	NaN	oui	0.0	non
159.99	7.5	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
40.0	7.0	Occasion	Non	0	NES	non	non	0.0	non
100.0	15.0	Occasion	Non	0	Dreamcast	oui	oui	0.0	non
96.99	8.0	Occasion	Oui	0	Saturn	oui	oui	0.0	non
29.99	7.9	Neuf	Non	0	NES	NaN	oui	0.0	non
80.0	4.55	Occasion	Non	0	N64	oui	oui	0.0	non
180.0	6.0	Occasion	Non	0	Game cube	oui	oui	0.0	non
80.5	6.5	Occasion	Oui	0	NES	oui	oui	0.0	non
55.0	15.0	Occasion	Non	NaN	PS3	oui	oui	0.0	non
55.0	4.4	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
260.0	5.15	Occasion	Oui	0	Xbox	oui	oui	0.0	non
229.99	14.99	Occasion	Oui	0	Game cube	oui	oui	0.0	non
74.99	0.0	Occasion	Oui	320.0	Xbox 360s	oui	oui	0.0	non
150.0	4.5	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
215.0	10.49	Occasion	Oui	0	Switch	oui	oui	0.0	non
260.0	15.65	Occasion	Non	0	Saturn	oui	oui	8.0	non
119.9	5.9	Occasion	Oui	0	Wii	NaN	oui	0.0	oui
60.0	8.0	Pour pièces détachées/ne fonctionne pas	Non	0	Dreamcast	oui	oui	2.0	non
58.5	8.95	Occasion	Non	0	GBA	NaN	oui	0.0	non
29.0	5.0	Pour pièces détachées/ne fonctionne pas	Oui	0	3DS XL	NaN	oui	0.0	non
129.99	15.9	Occasion	Oui	0	3DS XL	NaN	oui	2.0	non
27.99	2.7	Pour pièces détachées/ne fonctionne pas	Non	0	2DS	NaN	oui	0.0	non
209.0	10.0	Occasion	Oui	0	Game&Watch	oui	oui	0.0	non
69.95	0.0	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
109.99	0.0	Occasion	Oui	0	N64	oui	oui	0.0	non
30.0	15.0	Occasion	Non	0	Game cube	oui	non	0.0	non
49.0	6.0	Occasion	Non	0	Atari 2600	NaN	oui	0.0	non
50.0	9.9	Occasion	Oui	0	Mega Drive	NaN	oui	0.0	non
32.0	3.95	Occasion	Non	0	DSlite	NaN	oui	3.0	non
55.0	4.5	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
200.0	0.0	Occasion	Non	0	2DS	NaN	oui	0.0	non
50.0	0.0	Occasion	Non	0	SNES	NaN	oui	0.0	non
99.0	25.0	Occasion	Non	0	SNES	oui	oui	0.0	non
110.0	0.0	Occasion	Non	0	Game Boy Color	NaN	oui	0.0	non
250.0	15.0	Occasion	Non	1000.0	PS4 PRO	oui	oui	0.0	non
850.0	20.0	Neuf	Non	0	NES	NaN	oui	0.0	non
87.99	0.0	Reconditionné par le vendeur	Oui	0	SNES	oui	oui	0.0	non
100.0	13.0	Occasion	Non	NaN	PS3	oui	oui	8.0	non
29.9	5.0	Occasion	Oui	0	Wii	oui	oui	0.0	non
69.0	10.0	Pour pièces détachées/ne fonctionne pas	Non	0	Switch	NaN	oui	0.0	non
270.0	5.15	Occasion	Oui	0	Mega Drive	oui	oui	0.0	non
110.0	7.5	Occasion	Non	0	Game cube	oui	oui	0.0	non
179.9	5.15	Occasion	Non	0	SNES	oui	oui	0.0	non
105.0	0.0	Occasion	Oui	0	NES	oui	oui	0.0	non
139.0	7.95	Occasion	Non	0	2DS	NaN	oui	10.0	non
109.9	5.9	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	oui
32.0	5.0	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
229.9	0.0	Occasion	Non	NaN	Xbox One S	oui	oui	4.0	non
99.9	9.9	Pour pièces détachées/ne fonctionne pas	Oui	0	NES	NaN	oui	0.0	non
89.9	0.0	Reconditionné par le vendeur	Oui	0	Game Boy	NaN	oui	0.0	non
89.9	0.0	Occasion	Oui	0	NES	oui	oui	0.0	non
329.9	0.0	Occasion	Oui	0	Master System	oui	oui	0.0	non
89.9	3.95	Reconditionné par le vendeur	Non	0	Game Boy	NaN	oui	0.0	non
64.9	0.0	Occasion	Oui	0	PS2	NaN	oui	0.0	non
129.9	0.0	Occasion	Oui	0	Wii U	NaN	oui	0.0	non
25.0	5.0	Occasion	Non	0	Wii	NaN	oui	0.0	non
139.0	5.0	Occasion	Non	0	Game Boy Color	NaN	oui	0.0	oui
74.9	5.35	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
299.9	0.0	Occasion	Oui	0	GBA	NaN	oui	0.0	non
369.9	3.95	Occasion	Non	0	Switch	NaN	oui	0.0	oui
110.0	0.0	Occasion	Non	0	Wii	oui	oui	0.0	non
549.9	15.0	Occasion	Non	0	Game Gear	oui	oui	4.0	non
169.9	0.0	Occasion	Oui	0	Game cube	oui	oui	0.0	non
34.9	0.0	Occasion	Oui	0	DSlite	NaN	oui	0.0	non
149.9	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	non
179.99	6.6	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
200.0	15.9	Occasion	Oui	0	Mega Drive II	NaN	oui	0.0	non
289.9	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	oui
79.99	13.0	Occasion	Non	12.0	PS3 ultra slim	oui	oui	8.0	non
429.9	0.0	Occasion	Oui	0	Neo-Geo AES	NaN	oui	20.0	oui
64.9	0.0	Occasion	Oui	0	Mega Drive II	oui	oui	0.0	non
169.99	14.99	Occasion	Oui	0	Game cube	oui	oui	0.0	oui
49.0	5.15	Occasion	Oui	0	Mega Drive	oui	oui	3.0	non
29.9	0.0	Occasion	Oui	0	DSi	NaN	oui	0.0	non
49.9	6.45	Occasion	Oui	0	NES	oui	oui	0.0	non
110.0	8.0	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
19.9	4.9	Pour pièces détachées/ne fonctionne pas	Oui	0	DSlite	NaN	oui	0.0	non
49.9	0.0	Occasion	Oui	0	NES	oui	non	0.0	non
130.0	11.0	Reconditionné par le vendeur	Non	0	Wii	oui	oui	1.0	non
39.9	4.9	Occasion	Oui	0	Game cube	oui	non	0.0	non
30.0	0.0	Occasion	Oui	0	Mega Drive	NaN	oui	20.0	non
69.95	7.0	Occasion	Oui	250.0	Xbox 360s	oui	oui	0.0	non
100.0	4.0	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
299.0	5.15	Occasion	Non	NaN	PS4	oui	oui	0.0	non
49.9	0.0	Occasion	Oui	0	PS1	oui	oui	0.0	non
199.99	7.85	Occasion	Oui	0	Xbox	oui	oui	0.0	non
69.9	3.95	Occasion	Non	0	GBA	NaN	oui	0.0	non
149.9	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	non
99.9	0.0	Occasion	Oui	0	3DS	NaN	oui	0.0	non
99.95	0.0	Occasion	Oui	0	Xbox	NaN	oui	0.0	non
99.9	0.0	Occasion	Oui	0	SNES	oui	oui	0.0	non
99.9	3.95	Reconditionné par le vendeur	Non	0	GBA	NaN	oui	0.0	oui
699.9	0.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
140.0	15.0	Neuf	Non	0	Neo-Geo AES	NaN	oui	20.0	non
100.0	7.9	Occasion	Non	160.0	PS3 slim	oui	oui	0.0	non
1000.0	4.5	Pour pièces détachées/ne fonctionne pas	Non	NaN	PS3	NaN	oui	0.0	non
44.9	0.0	Occasion	Oui	0	NES	oui	non	0.0	non
599.9	0.0	Neuf	Oui	0	PS2	NaN	oui	0.0	oui
60.0	15.0	Pour pièces détachées/ne fonctionne pas	Non	NaN	Xbox One S	non	non	0.0	non
159.0	0.0	Occasion	Non	0	NES	NaN	oui	0.0	non
49.9	0.0	Occasion	Oui	0	NES	oui	non	0.0	non
94.9	0.0	Occasion	Oui	0	SNES	oui	oui	0.0	non
39.9	4.9	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
150.0	8.0	Occasion	Non	0	PSP	NaN	oui	1.0	non
364.9	6.95	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
54.9	0.0	Occasion	Oui	0	PS1	oui	oui	0.0	non
115.38	10.62	Occasion	Oui	0	SNES	NaN	oui	0.0	non
491.51	16.0	Occasion	Oui	0	Mega Drive II	NaN	oui	0.0	non
99.9	0.0	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
139.9	0.0	Occasion	Oui	0	Wii	oui	oui	2.0	non
169.9	7.9	Occasion	Oui	0	WonderSwan Color	NaN	oui	0.0	non
59.95	0.0	Occasion	Oui	0	PS2	oui	oui	3.0	non
44.9	0.0	Occasion	Oui	0	DSi	NaN	oui	0.0	non
89.9	0.0	Occasion	Oui	0	Mega Drive	oui	oui	0.0	non
169.9	0.0	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
34.9	0.0	Occasion	Oui	0	PS1	oui	non	0.0	non
249.99	12.9	Occasion	Oui	0	SNES	oui	oui	0.0	non
90.0	9.0	Occasion	Oui	0	Nintendo Mini	NaN	oui	0.0	non
50.0	5.0	Occasion	Oui	0	Xbox	oui	oui	0.0	non
175.55	8.85	Occasion	Oui	0	Game cube	oui	oui	0.0	non
124.9	0.0	Occasion	Oui	0	SNES	oui	oui	2.0	non
899.9	0.0	Occasion	Oui	0	PSP	NaN	oui	0.0	non
229.9	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	non
100.0	15.0	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
60.0	8.0	Occasion	Non	0	Master System II	oui	oui	0.0	non
165.0	12.0	Occasion	Non	0	N64	NaN	oui	0.0	non
45.0	6.45	Occasion	Oui	0	NES	oui	oui	0.0	non
60.0	10.0	Occasion	Non	0	Xbox	oui	oui	0.0	non
99.9	0.0	Occasion	Oui	0	DSi XL	NaN	oui	0.0	non
35.0	5.0	Pour pièces détachées/ne fonctionne pas	Oui	0	Mega Drive II	NaN	oui	0.0	non
371.93	14.34	Occasion	Oui	0	DSlite	NaN	oui	0.0	oui
250.0	6.0	Neuf	Non	0	Switch lite	NaN	oui	0.0	non
39.9	0.0	Occasion	Oui	0	Master System	oui	non	0.0	non
150.0	12.0	Occasion	Non	0	N64	oui	oui	0.0	non
529.9	0.0	Occasion	Oui	0	N64	oui	oui	0.0	non
169.95	0.0	Occasion	Oui	0	PS2 slim	oui	oui	0.0	non
145.0	5.0	Occasion	Non	0	PSP	NaN	oui	0.0	non
269.9	19.9	Reconditionné par le vendeur	Non	0	3DS XL	NaN	oui	0.0	non
23.75	5.0	Pour pièces détachées/ne fonctionne pas	Oui	0	PS2 slim	NaN	non	0.0	non
15.0	6.0	Pour pièces détachées/ne fonctionne pas	Non	0	PS2 slim	oui	non	0.0	non
54.95	0.0	Occasion	Oui	0	PS2	oui	oui	0.0	non
124.9	6.05	Occasion	Oui	0	GBA SP	NaN	oui	0.0	oui
59.0	10.0	Pour pièces détachées/ne fonctionne pas	Oui	0	Wii U	NaN	oui	0.0	non
90.0	15.0	Occasion	Non	0	Mega Drive	oui	oui	5.0	non
115.0	7.0	Occasion	Non	0	Game cube	oui	oui	0.0	non
39.9	14.99	Occasion	Oui	0	Wii	oui	oui	0.0	non
49.9	0.0	Occasion	Oui	0	PS1	oui	oui	0.0	non
64.95	0.0	Occasion	Oui	0	PS1	oui	oui	0.0	non
